,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
542,0.639,0.909,9,-4.176,1,0.048,0.145,0.0,0.144,0.554,114.04,audio_features,3CqT9ajcy6pY7TonEPiV4H,spotify:track:3CqT9ajcy6pY7TonEPiV4H,https://api.spotify.com/v1/tracks/3CqT9ajcy6pY7TonEPiV4H,https://api.spotify.com/v1/audio-analysis/3CqT9ajcy6pY7TonEPiV4H,138959,4
543,0.356,0.333,5,-6.892,0,0.0314,0.317,0.0,0.0849,0.12,140.133,audio_features,73GKs8oNFFmtomWj7EsSU0,spotify:track:73GKs8oNFFmtomWj7EsSU0,https://api.spotify.com/v1/tracks/73GKs8oNFFmtomWj7EsSU0,https://api.spotify.com/v1/audio-analysis/73GKs8oNFFmtomWj7EsSU0,283714,4
544,0.786,0.719,0,-7.487,0,0.296,0.252,0.0,0.301,0.802,130.081,audio_features,4mWbFYZ9P14Ulf1LIFZGhH,spotify:track:4mWbFYZ9P14Ulf1LIFZGhH,https://api.spotify.com/v1/tracks/4mWbFYZ9P14Ulf1LIFZGhH,https://api.spotify.com/v1/audio-analysis/4mWbFYZ9P14Ulf1LIFZGhH,178950,4
545,0.697,0.837,7,-2.651,1,0.304,0.313,0.0,0.471,0.831,85.097,audio_features,4bjN59DRXFRxBE1g5ne6B1,spotify:track:4bjN59DRXFRxBE1g5ne6B1,https://api.spotify.com/v1/tracks/4bjN59DRXFRxBE1g5ne6B1,https://api.spotify.com/v1/audio-analysis/4bjN59DRXFRxBE1g5ne6B1,168927,5
546,0.798,0.751,1,-3.464,1,0.197,0.0654,3.48e-05,0.0666,0.671,91.124,audio_features,0crVjW9Jz8ktVuVXoUi187,spotify:track:0crVjW9Jz8ktVuVXoUi187,https://api.spotify.com/v1/tracks/0crVjW9Jz8ktVuVXoUi187,https://api.spotify.com/v1/audio-analysis/0crVjW9Jz8ktVuVXoUi187,235525,4
547,0.431,0.837,9,-5.067,1,0.0432,0.259,0.0,0.0879,0.648,170.041,audio_features,0wXThIDxO3YRJCpPgnmbkw,spotify:track:0wXThIDxO3YRJCpPgnmbkw,https://api.spotify.com/v1/tracks/0wXThIDxO3YRJCpPgnmbkw,https://api.spotify.com/v1/audio-analysis/0wXThIDxO3YRJCpPgnmbkw,179294,4
548,0.533,0.67,10,-4.274,0,0.275,0.108,0.0,0.0983,0.239,73.753,audio_features,4g1Ant3Me43Cm5Lx91bV8e,spotify:track:4g1Ant3Me43Cm5Lx91bV8e,https://api.spotify.com/v1/tracks/4g1Ant3Me43Cm5Lx91bV8e,https://api.spotify.com/v1/audio-analysis/4g1Ant3Me43Cm5Lx91bV8e,175802,4
549,0.63,0.763,2,-4.89,1,0.0892,0.0393,0.0,0.7,0.295,162.152,audio_features,38RLObegC9ggpKPRVQDc1g,spotify:track:38RLObegC9ggpKPRVQDc1g,https://api.spotify.com/v1/tracks/38RLObegC9ggpKPRVQDc1g,https://api.spotify.com/v1/audio-analysis/38RLObegC9ggpKPRVQDc1g,149391,4
550,0.644,0.879,6,-5.204,0,0.0761,0.00423,6.91e-06,0.286,0.808,126.935,audio_features,6xp1u6ZEHXX8DxJIFFrVoP,spotify:track:6xp1u6ZEHXX8DxJIFFrVoP,https://api.spotify.com/v1/tracks/6xp1u6ZEHXX8DxJIFFrVoP,https://api.spotify.com/v1/audio-analysis/6xp1u6ZEHXX8DxJIFFrVoP,131000,4
551,0.442,0.761,11,-5.117,0,0.0406,0.000212,0.0,0.34,0.222,135.446,audio_features,2UKRCyCoUNIfSITfHyqFxN,spotify:track:2UKRCyCoUNIfSITfHyqFxN,https://api.spotify.com/v1/tracks/2UKRCyCoUNIfSITfHyqFxN,https://api.spotify.com/v1/audio-analysis/2UKRCyCoUNIfSITfHyqFxN,205288,4
552,0.733,0.369,0,-10.769,0,0.0291,0.559,0.0,0.118,0.497,110.088,audio_features,1PJe0Vt9p0QaV4ZNHUwml0,spotify:track:1PJe0Vt9p0QaV4ZNHUwml0,https://api.spotify.com/v1/tracks/1PJe0Vt9p0QaV4ZNHUwml0,https://api.spotify.com/v1/audio-analysis/1PJe0Vt9p0QaV4ZNHUwml0,214922,4
553,0.53,0.664,0,-5.648,1,0.0272,0.377,3.76e-05,0.0937,0.323,125.002,audio_features,2PsbT927UanvyH9VprlNOu,spotify:track:2PsbT927UanvyH9VprlNOu,https://api.spotify.com/v1/tracks/2PsbT927UanvyH9VprlNOu,https://api.spotify.com/v1/audio-analysis/2PsbT927UanvyH9VprlNOu,205183,4
554,0.787,0.686,6,-4.37,0,0.0339,0.0893,0.0,0.0927,0.836,123.51,audio_features,2Zo1PcszsT9WQ0ANntJbID,spotify:track:2Zo1PcszsT9WQ0ANntJbID,https://api.spotify.com/v1/tracks/2Zo1PcszsT9WQ0ANntJbID,https://api.spotify.com/v1/audio-analysis/2Zo1PcszsT9WQ0ANntJbID,185553,4
555,0.358,0.363,8,-10.559,1,0.034,0.786,7.04e-06,0.142,0.173,151.15,audio_features,5ye1TParxcolbnNsOXO8qE,spotify:track:5ye1TParxcolbnNsOXO8qE,https://api.spotify.com/v1/tracks/5ye1TParxcolbnNsOXO8qE,https://api.spotify.com/v1/audio-analysis/5ye1TParxcolbnNsOXO8qE,175875,3
556,0.613,0.583,1,-10.042,0,0.159,0.0264,0.00338,0.138,0.249,159.997,audio_features,7jVMNHk15YGRHRXYFoCXK8,spotify:track:7jVMNHk15YGRHRXYFoCXK8,https://api.spotify.com/v1/tracks/7jVMNHk15YGRHRXYFoCXK8,https://api.spotify.com/v1/audio-analysis/7jVMNHk15YGRHRXYFoCXK8,204069,4
557,0.748,0.99,1,-2.39,1,0.151,0.303,0.132,0.267,0.386,126.015,audio_features,6yVjjQA31SLM1kc4j5jPwF,spotify:track:6yVjjQA31SLM1kc4j5jPwF,https://api.spotify.com/v1/tracks/6yVjjQA31SLM1kc4j5jPwF,https://api.spotify.com/v1/audio-analysis/6yVjjQA31SLM1kc4j5jPwF,118194,4
558,0.593,0.446,0,-7.776,0,0.0266,0.283,0.0,0.119,0.168,102.057,audio_features,5Hfnps0jaWFpYg55WOPexG,spotify:track:5Hfnps0jaWFpYg55WOPexG,https://api.spotify.com/v1/tracks/5Hfnps0jaWFpYg55WOPexG,https://api.spotify.com/v1/audio-analysis/5Hfnps0jaWFpYg55WOPexG,211251,4
559,0.664,0.649,6,-5.946,1,0.0252,0.00761,1.01e-05,0.179,0.68,113.087,audio_features,12BjylmI6NS7ydikIzbuD0,spotify:track:12BjylmI6NS7ydikIzbuD0,https://api.spotify.com/v1/tracks/12BjylmI6NS7ydikIzbuD0,https://api.spotify.com/v1/audio-analysis/12BjylmI6NS7ydikIzbuD0,158226,4
560,0.681,0.821,11,-5.12,0,0.131,0.532,0.00111,0.0921,0.813,94.074,audio_features,5wxYxygyHpbgv0EXZuqb9V,spotify:track:5wxYxygyHpbgv0EXZuqb9V,https://api.spotify.com/v1/tracks/5wxYxygyHpbgv0EXZuqb9V,https://api.spotify.com/v1/audio-analysis/5wxYxygyHpbgv0EXZuqb9V,214701,4
561,0.748,0.478,11,-8.886,1,0.121,0.837,0.0,0.099,0.353,143.866,audio_features,7txjUEY6McJDJKqIo1Rxjp,spotify:track:7txjUEY6McJDJKqIo1Rxjp,https://api.spotify.com/v1/tracks/7txjUEY6McJDJKqIo1Rxjp,https://api.spotify.com/v1/audio-analysis/7txjUEY6McJDJKqIo1Rxjp,170786,4
562,0.718,0.726,7,-5.91,0,0.0403,0.0889,0.0,0.294,0.925,142.986,audio_features,3IMuuBcKSeFqQSlF2XluA1,spotify:track:3IMuuBcKSeFqQSlF2XluA1,https://api.spotify.com/v1/tracks/3IMuuBcKSeFqQSlF2XluA1,https://api.spotify.com/v1/audio-analysis/3IMuuBcKSeFqQSlF2XluA1,188075,3
563,0.504,0.827,5,-5.48,1,0.0375,0.205,0.0,0.355,0.424,146.14,audio_features,68eDGmSTQgxJde9JTG7b71,spotify:track:68eDGmSTQgxJde9JTG7b71,https://api.spotify.com/v1/tracks/68eDGmSTQgxJde9JTG7b71,https://api.spotify.com/v1/audio-analysis/68eDGmSTQgxJde9JTG7b71,174741,4
564,0.448,0.828,6,-5.941,0,0.0889,0.0131,0.00185,0.157,0.31,183.905,audio_features,6m63k9onxYHiugyMIy2jjg,spotify:track:6m63k9onxYHiugyMIy2jjg,https://api.spotify.com/v1/tracks/6m63k9onxYHiugyMIy2jjg,https://api.spotify.com/v1/audio-analysis/6m63k9onxYHiugyMIy2jjg,154040,4
565,0.595,0.829,2,-3.95,1,0.226,0.00594,0.000101,0.153,0.501,113.319,audio_features,31yydnZnSeCwkRPY7tlgQJ,spotify:track:31yydnZnSeCwkRPY7tlgQJ,https://api.spotify.com/v1/tracks/31yydnZnSeCwkRPY7tlgQJ,https://api.spotify.com/v1/audio-analysis/31yydnZnSeCwkRPY7tlgQJ,169893,5
566,0.463,0.332,9,-10.1,0,0.048,0.854,0.0,0.109,0.537,197.707,audio_features,6W2k8I5gQGFZNQ1n97sCFV,spotify:track:6W2k8I5gQGFZNQ1n97sCFV,https://api.spotify.com/v1/tracks/6W2k8I5gQGFZNQ1n97sCFV,https://api.spotify.com/v1/audio-analysis/6W2k8I5gQGFZNQ1n97sCFV,147383,4
567,0.488,0.806,1,-4.451,1,0.0291,0.0119,6.02e-06,0.111,0.509,77.014,audio_features,2aw1aEAxMe05MZIS5XiK8U,spotify:track:2aw1aEAxMe05MZIS5XiK8U,https://api.spotify.com/v1/tracks/2aw1aEAxMe05MZIS5XiK8U,https://api.spotify.com/v1/audio-analysis/2aw1aEAxMe05MZIS5XiK8U,195326,4
568,0.752,0.693,6,-6.087,0,0.162,0.0954,0.0,0.293,0.473,138.104,audio_features,6kHYpEnDpMCyGu0E2PlWY1,spotify:track:6kHYpEnDpMCyGu0E2PlWY1,https://api.spotify.com/v1/tracks/6kHYpEnDpMCyGu0E2PlWY1,https://api.spotify.com/v1/audio-analysis/6kHYpEnDpMCyGu0E2PlWY1,222618,4
569,0.838,0.369,1,-10.473,0,0.213,0.128,1.84e-06,0.101,0.258,141.965,audio_features,0MZGwYb5mTATbmoi671wEg,spotify:track:0MZGwYb5mTATbmoi671wEg,https://api.spotify.com/v1/tracks/0MZGwYb5mTATbmoi671wEg,https://api.spotify.com/v1/audio-analysis/0MZGwYb5mTATbmoi671wEg,136903,4
570,0.196,0.571,8,-6.906,1,0.0393,0.0367,0.00027,0.142,0.172,171.91,audio_features,03hFV2fW04ms5oSguLYn5r,spotify:track:03hFV2fW04ms5oSguLYn5r,https://api.spotify.com/v1/tracks/03hFV2fW04ms5oSguLYn5r,https://api.spotify.com/v1/audio-analysis/03hFV2fW04ms5oSguLYn5r,184607,4
571,0.401,0.314,7,-7.75,1,0.0395,0.617,2.82e-06,0.104,0.335,183.27,audio_features,6jeqJ8xsLGTLOjWDmqUKST,spotify:track:6jeqJ8xsLGTLOjWDmqUKST,https://api.spotify.com/v1/tracks/6jeqJ8xsLGTLOjWDmqUKST,https://api.spotify.com/v1/audio-analysis/6jeqJ8xsLGTLOjWDmqUKST,183379,4
572,0.576,0.559,7,-8.186,1,0.0332,0.0248,0.0252,0.229,0.099,111.966,audio_features,76mpUGOKUvsuXlQW6zyiAq,spotify:track:76mpUGOKUvsuXlQW6zyiAq,https://api.spotify.com/v1/tracks/76mpUGOKUvsuXlQW6zyiAq,https://api.spotify.com/v1/audio-analysis/76mpUGOKUvsuXlQW6zyiAq,287429,4
573,0.767,0.721,1,-5.586,1,0.0456,0.153,1.52e-06,0.108,0.884,150.065,audio_features,3v5o91PrUtf0nmO6j8J7dZ,spotify:track:3v5o91PrUtf0nmO6j8J7dZ,https://api.spotify.com/v1/tracks/3v5o91PrUtf0nmO6j8J7dZ,https://api.spotify.com/v1/audio-analysis/3v5o91PrUtf0nmO6j8J7dZ,208066,4
574,0.835,0.552,11,-8.039,1,0.191,0.00594,1.24e-05,0.139,0.18,105.007,audio_features,2f9JzwRy6Ofr5ixvN0ojKt,spotify:track:2f9JzwRy6Ofr5ixvN0ojKt,https://api.spotify.com/v1/tracks/2f9JzwRy6Ofr5ixvN0ojKt,https://api.spotify.com/v1/audio-analysis/2f9JzwRy6Ofr5ixvN0ojKt,146286,4
575,0.904,0.461,8,-4.349,1,0.164,0.0118,0.0,0.107,0.0794,148.045,audio_features,23L1gQJjtlZMrZPZvluyQe,spotify:track:23L1gQJjtlZMrZPZvluyQe,https://api.spotify.com/v1/tracks/23L1gQJjtlZMrZPZvluyQe,https://api.spotify.com/v1/audio-analysis/23L1gQJjtlZMrZPZvluyQe,148611,4
576,0.466,0.902,2,-4.475,1,0.044,0.00191,0.0,0.108,0.36,169.91,audio_features,0Jd8HeZ7wQj5yFiv8uOn8Z,spotify:track:0Jd8HeZ7wQj5yFiv8uOn8Z,https://api.spotify.com/v1/tracks/0Jd8HeZ7wQj5yFiv8uOn8Z,https://api.spotify.com/v1/audio-analysis/0Jd8HeZ7wQj5yFiv8uOn8Z,183410,4
577,0.587,0.782,0,-5.916,1,0.0382,0.00464,0.0,0.107,0.395,106.98,audio_features,6Hh4mzpHNgR5RARs0UKcA7,spotify:track:6Hh4mzpHNgR5RARs0UKcA7,https://api.spotify.com/v1/tracks/6Hh4mzpHNgR5RARs0UKcA7,https://api.spotify.com/v1/audio-analysis/6Hh4mzpHNgR5RARs0UKcA7,204953,4
578,0.39,0.72,1,-5.531,0,0.0511,0.0466,0.0,0.15,0.0713,155.318,audio_features,3Ne6cVRJbwjOjPnrL4NwNp,spotify:track:3Ne6cVRJbwjOjPnrL4NwNp,https://api.spotify.com/v1/tracks/3Ne6cVRJbwjOjPnrL4NwNp,https://api.spotify.com/v1/audio-analysis/3Ne6cVRJbwjOjPnrL4NwNp,197287,5
579,0.599,0.667,9,-4.776,1,0.0322,0.0801,0.0,0.278,0.226,74.009,audio_features,6jxdokUWVI1HgXa5Fq7eU5,spotify:track:6jxdokUWVI1HgXa5Fq7eU5,https://api.spotify.com/v1/tracks/6jxdokUWVI1HgXa5Fq7eU5,https://api.spotify.com/v1/audio-analysis/6jxdokUWVI1HgXa5Fq7eU5,147819,4
580,0.791,0.45,2,-3.001,1,0.0393,0.542,0.0,0.185,0.87,157.953,audio_features,3CNbrXrUrEARw8zeKNCdYo,spotify:track:3CNbrXrUrEARw8zeKNCdYo,https://api.spotify.com/v1/tracks/3CNbrXrUrEARw8zeKNCdYo,https://api.spotify.com/v1/audio-analysis/3CNbrXrUrEARw8zeKNCdYo,186453,3
581,0.757,0.898,11,-1.247,0,0.0667,0.0138,0.0,0.0703,0.842,114.949,audio_features,1ULdASrNy5rurl1TZfFaMP,spotify:track:1ULdASrNy5rurl1TZfFaMP,https://api.spotify.com/v1/tracks/1ULdASrNy5rurl1TZfFaMP,https://api.spotify.com/v1/audio-analysis/1ULdASrNy5rurl1TZfFaMP,197040,4
582,0.569,0.244,7,-7.88,1,0.0344,0.723,0.0,0.12,0.244,128.042,audio_features,04J9hE3RhAsecsgVWl70jW,spotify:track:04J9hE3RhAsecsgVWl70jW,https://api.spotify.com/v1/tracks/04J9hE3RhAsecsgVWl70jW,https://api.spotify.com/v1/audio-analysis/04J9hE3RhAsecsgVWl70jW,159407,4
583,0.492,0.872,0,-4.858,1,0.0723,2.15e-05,0.0,0.367,0.382,145.78,audio_features,0olCccZdt4cFfZ3ZjKniye,spotify:track:0olCccZdt4cFfZ3ZjKniye,https://api.spotify.com/v1/tracks/0olCccZdt4cFfZ3ZjKniye,https://api.spotify.com/v1/audio-analysis/0olCccZdt4cFfZ3ZjKniye,198938,4
584,0.57,0.57,2,-5.499,1,0.0456,0.0013,1.58e-06,0.21,0.517,79.944,audio_features,0MUuho8IIZ8GuxWmdKuuZh,spotify:track:0MUuho8IIZ8GuxWmdKuuZh,https://api.spotify.com/v1/tracks/0MUuho8IIZ8GuxWmdKuuZh,https://api.spotify.com/v1/audio-analysis/0MUuho8IIZ8GuxWmdKuuZh,139361,4
585,0.484,0.746,2,-5.191,1,0.0528,0.126,0.0,0.2,0.783,130.149,audio_features,6jUgruwAzfIA3HUQIO3wCR,spotify:track:6jUgruwAzfIA3HUQIO3wCR,https://api.spotify.com/v1/tracks/6jUgruwAzfIA3HUQIO3wCR,https://api.spotify.com/v1/audio-analysis/6jUgruwAzfIA3HUQIO3wCR,215745,3
586,0.545,0.737,1,-5.038,1,0.0446,0.000561,0.000411,0.348,0.392,140.013,audio_features,6bmYjodoQMTaoK7TifQe8l,spotify:track:6bmYjodoQMTaoK7TifQe8l,https://api.spotify.com/v1/tracks/6bmYjodoQMTaoK7TifQe8l,https://api.spotify.com/v1/audio-analysis/6bmYjodoQMTaoK7TifQe8l,147680,4
587,0.484,0.755,0,-4.918,1,0.0323,0.00819,0.0,0.107,0.328,166.078,audio_features,1KO15YSzZg21OEnXYqtvrb,spotify:track:1KO15YSzZg21OEnXYqtvrb,https://api.spotify.com/v1/tracks/1KO15YSzZg21OEnXYqtvrb,https://api.spotify.com/v1/audio-analysis/1KO15YSzZg21OEnXYqtvrb,165175,4
588,0.539,0.692,2,-6.082,1,0.031,0.025,0.0,0.198,0.174,91.21,audio_features,3lhXMu5mPKet9jio3yjFy4,spotify:track:3lhXMu5mPKet9jio3yjFy4,https://api.spotify.com/v1/tracks/3lhXMu5mPKet9jio3yjFy4,https://api.spotify.com/v1/audio-analysis/3lhXMu5mPKet9jio3yjFy4,199021,4
589,0.799,0.802,11,-5.196,1,0.0371,0.429,0.00128,0.171,0.811,107.008,audio_features,1s7oOCT8vauUh01PbJD6ps,spotify:track:1s7oOCT8vauUh01PbJD6ps,https://api.spotify.com/v1/tracks/1s7oOCT8vauUh01PbJD6ps,https://api.spotify.com/v1/audio-analysis/1s7oOCT8vauUh01PbJD6ps,239318,4
590,0.702,0.831,7,-7.611,1,0.0507,0.00872,0.0016,0.345,0.629,113.937,audio_features,2I6PJpODOflnKiqTlCNtYw,spotify:track:2I6PJpODOflnKiqTlCNtYw,https://api.spotify.com/v1/tracks/2I6PJpODOflnKiqTlCNtYw,https://api.spotify.com/v1/audio-analysis/2I6PJpODOflnKiqTlCNtYw,162104,4
591,0.405,0.285,3,-7.573,1,0.0301,0.538,2.5e-05,0.12,0.202,130.959,audio_features,0b75cHNCwP72ooABvfUogA,spotify:track:0b75cHNCwP72ooABvfUogA,https://api.spotify.com/v1/tracks/0b75cHNCwP72ooABvfUogA,https://api.spotify.com/v1/audio-analysis/0b75cHNCwP72ooABvfUogA,208904,3
592,0.499,0.562,9,-5.891,1,0.0417,0.0142,1.51e-06,0.166,0.215,151.96,audio_features,75gdytuGJZruJot1r8PVmY,spotify:track:75gdytuGJZruJot1r8PVmY,https://api.spotify.com/v1/tracks/75gdytuGJZruJot1r8PVmY,https://api.spotify.com/v1/audio-analysis/75gdytuGJZruJot1r8PVmY,246531,4
593,0.763,0.699,11,-6.118,0,0.0554,0.00789,0.0,0.409,0.255,110.01,audio_features,5HrIcZOo1DysX53qDRlRnt,spotify:track:5HrIcZOo1DysX53qDRlRnt,https://api.spotify.com/v1/tracks/5HrIcZOo1DysX53qDRlRnt,https://api.spotify.com/v1/audio-analysis/5HrIcZOo1DysX53qDRlRnt,205101,4
594,0.436,0.434,10,-7.153,1,0.0502,0.679,0.0,0.419,0.447,117.836,audio_features,2fBvSCdG3lDjImqJvnYtvq,spotify:track:2fBvSCdG3lDjImqJvnYtvq,https://api.spotify.com/v1/tracks/2fBvSCdG3lDjImqJvnYtvq,https://api.spotify.com/v1/audio-analysis/2fBvSCdG3lDjImqJvnYtvq,177920,4
595,0.633,0.834,7,-4.304,0,0.0805,0.0642,0.0,0.161,0.363,119.916,audio_features,4BpdZgLdNwDsTzJO08WcII,spotify:track:4BpdZgLdNwDsTzJO08WcII,https://api.spotify.com/v1/tracks/4BpdZgLdNwDsTzJO08WcII,https://api.spotify.com/v1/audio-analysis/4BpdZgLdNwDsTzJO08WcII,173482,4
596,0.603,0.772,8,-3.953,1,0.039,0.0513,0.000141,0.114,0.0632,130.996,audio_features,02Mqx9HzVRyfdCUpPNR6N3,spotify:track:02Mqx9HzVRyfdCUpPNR6N3,https://api.spotify.com/v1/tracks/02Mqx9HzVRyfdCUpPNR6N3,https://api.spotify.com/v1/audio-analysis/02Mqx9HzVRyfdCUpPNR6N3,185168,4
597,0.768,0.818,0,-4.776,1,0.117,0.366,0.0,0.211,0.842,159.875,audio_features,7z2Z8mwfsoMnNArKB946gU,spotify:track:7z2Z8mwfsoMnNArKB946gU,https://api.spotify.com/v1/tracks/7z2Z8mwfsoMnNArKB946gU,https://api.spotify.com/v1/audio-analysis/7z2Z8mwfsoMnNArKB946gU,158919,3
598,0.792,0.518,1,-10.519,1,0.0847,0.326,0.000182,0.406,0.512,128.025,audio_features,1RaF9xwakfao1RRknWyYB5,spotify:track:1RaF9xwakfao1RRknWyYB5,https://api.spotify.com/v1/tracks/1RaF9xwakfao1RRknWyYB5,https://api.spotify.com/v1/audio-analysis/1RaF9xwakfao1RRknWyYB5,265454,4
599,0.433,0.232,7,-7.92,1,0.0399,0.73,0.0,0.12,0.221,84.578,audio_features,4sLsE5Swgxm6jByE6lGNeH,spotify:track:4sLsE5Swgxm6jByE6lGNeH,https://api.spotify.com/v1/tracks/4sLsE5Swgxm6jByE6lGNeH,https://api.spotify.com/v1/audio-analysis/4sLsE5Swgxm6jByE6lGNeH,159407,3
600,0.511,0.625,3,-7.911,0,0.0494,0.0504,0.00011,0.311,0.107,118.064,audio_features,2Gt7fjNlx901pPRkvBiNBZ,spotify:track:2Gt7fjNlx901pPRkvBiNBZ,https://api.spotify.com/v1/tracks/2Gt7fjNlx901pPRkvBiNBZ,https://api.spotify.com/v1/audio-analysis/2Gt7fjNlx901pPRkvBiNBZ,500117,4
601,0.546,0.787,0,-4.023,0,0.212,0.396,0.0,0.0619,0.497,100.559,audio_features,12cZWGf5ZgLcKubEW9mx5q,spotify:track:12cZWGf5ZgLcKubEW9mx5q,https://api.spotify.com/v1/tracks/12cZWGf5ZgLcKubEW9mx5q,https://api.spotify.com/v1/audio-analysis/12cZWGf5ZgLcKubEW9mx5q,264473,3
602,0.681,0.822,5,-5.68,0,0.227,0.00262,0.0,0.159,0.427,98.952,audio_features,2buC0ru4cVutdUhxIjH9Bj,spotify:track:2buC0ru4cVutdUhxIjH9Bj,https://api.spotify.com/v1/tracks/2buC0ru4cVutdUhxIjH9Bj,https://api.spotify.com/v1/audio-analysis/2buC0ru4cVutdUhxIjH9Bj,206973,4
603,0.526,0.764,2,-6.038,1,0.0298,0.0342,6.77e-05,0.136,0.243,103.001,audio_features,3uKJ1sSJXGLCMItH0YNPkh,spotify:track:3uKJ1sSJXGLCMItH0YNPkh,https://api.spotify.com/v1/tracks/3uKJ1sSJXGLCMItH0YNPkh,https://api.spotify.com/v1/audio-analysis/3uKJ1sSJXGLCMItH0YNPkh,193713,4
604,0.858,0.691,7,-6.805,0,0.111,0.0289,0.0,0.0811,0.792,167.915,audio_features,0If7xxzqs7Dv1SSO2MFKXF,spotify:track:0If7xxzqs7Dv1SSO2MFKXF,https://api.spotify.com/v1/tracks/0If7xxzqs7Dv1SSO2MFKXF,https://api.spotify.com/v1/audio-analysis/0If7xxzqs7Dv1SSO2MFKXF,211708,4
605,0.684,0.63,10,-6.143,0,0.0589,0.0171,0.000927,0.194,0.177,149.947,audio_features,11B7WTuoInwUvuP1BnnGWW,spotify:track:11B7WTuoInwUvuP1BnnGWW,https://api.spotify.com/v1/tracks/11B7WTuoInwUvuP1BnnGWW,https://api.spotify.com/v1/audio-analysis/11B7WTuoInwUvuP1BnnGWW,218264,4
606,0.637,0.742,6,-5.723,1,0.0425,0.0625,7.74e-06,0.097,0.518,76.969,audio_features,7yyRhjoCsdt5dDpFz2CImD,spotify:track:7yyRhjoCsdt5dDpFz2CImD,https://api.spotify.com/v1/tracks/7yyRhjoCsdt5dDpFz2CImD,https://api.spotify.com/v1/audio-analysis/7yyRhjoCsdt5dDpFz2CImD,163872,4
607,0.586,0.838,5,-4.892,1,0.0367,0.163,0.00016,0.0858,0.776,150.114,audio_features,2Ej3iV0nulryy9S3UQvjSx,spotify:track:2Ej3iV0nulryy9S3UQvjSx,https://api.spotify.com/v1/tracks/2Ej3iV0nulryy9S3UQvjSx,https://api.spotify.com/v1/audio-analysis/2Ej3iV0nulryy9S3UQvjSx,186465,4
608,0.743,0.911,7,-5.596,1,0.147,0.0031,1.2e-05,0.0878,0.891,154.933,audio_features,6G4ICKUrsPb117ULGyrQ5N,spotify:track:6G4ICKUrsPb117ULGyrQ5N,https://api.spotify.com/v1/tracks/6G4ICKUrsPb117ULGyrQ5N,https://api.spotify.com/v1/audio-analysis/6G4ICKUrsPb117ULGyrQ5N,102645,4
609,0.731,0.744,1,-5.77,0,0.174,0.109,0.0,0.123,0.727,171.859,audio_features,1O8zCu3dLLPxkbGfIsbRgE,spotify:track:1O8zCu3dLLPxkbGfIsbRgE,https://api.spotify.com/v1/tracks/1O8zCu3dLLPxkbGfIsbRgE,https://api.spotify.com/v1/audio-analysis/1O8zCu3dLLPxkbGfIsbRgE,223344,4
610,0.603,0.441,9,-8.178,1,0.0518,0.692,1.46e-06,0.105,0.167,136.137,audio_features,2LlOeW5rVcvl3QcPNPcDus,spotify:track:2LlOeW5rVcvl3QcPNPcDus,https://api.spotify.com/v1/tracks/2LlOeW5rVcvl3QcPNPcDus,https://api.spotify.com/v1/audio-analysis/2LlOeW5rVcvl3QcPNPcDus,225313,4
611,0.775,0.815,4,-7.607,0,0.0974,0.268,0.00479,0.111,0.847,110.007,audio_features,5Lv5L45PQmp5CTjs5PlQ6e,spotify:track:5Lv5L45PQmp5CTjs5PlQ6e,https://api.spotify.com/v1/tracks/5Lv5L45PQmp5CTjs5PlQ6e,https://api.spotify.com/v1/audio-analysis/5Lv5L45PQmp5CTjs5PlQ6e,162280,4
612,0.55,0.481,4,-4.917,0,0.0395,0.0215,0.0,0.0972,0.15,108.163,audio_features,3l3iCfpZsxbxWJhYoiQNkD,spotify:track:3l3iCfpZsxbxWJhYoiQNkD,https://api.spotify.com/v1/tracks/3l3iCfpZsxbxWJhYoiQNkD,https://api.spotify.com/v1/audio-analysis/3l3iCfpZsxbxWJhYoiQNkD,198333,4
613,0.793,0.656,9,-5.64,0,0.0969,0.749,0.0277,0.671,0.0826,92.012,audio_features,6eSlDHA3XYLha1e0z8I9DO,spotify:track:6eSlDHA3XYLha1e0z8I9DO,https://api.spotify.com/v1/tracks/6eSlDHA3XYLha1e0z8I9DO,https://api.spotify.com/v1/audio-analysis/6eSlDHA3XYLha1e0z8I9DO,175192,4
614,0.731,0.605,1,-5.01,1,0.19,0.067,7.7e-06,0.177,0.413,132.946,audio_features,3CAGXG368w5JLVJkK8jpvi,spotify:track:3CAGXG368w5JLVJkK8jpvi,https://api.spotify.com/v1/tracks/3CAGXG368w5JLVJkK8jpvi,https://api.spotify.com/v1/audio-analysis/3CAGXG368w5JLVJkK8jpvi,216704,4
615,0.537,0.875,1,-2.768,0,0.12,0.000196,0.0,0.249,0.754,153.368,audio_features,0Vqaw7CxyURWaRI9gNJthb,spotify:track:0Vqaw7CxyURWaRI9gNJthb,https://api.spotify.com/v1/tracks/0Vqaw7CxyURWaRI9gNJthb,https://api.spotify.com/v1/audio-analysis/0Vqaw7CxyURWaRI9gNJthb,135161,4
