,artist_name,track_name,track_id,popularity
308,The Weeknd,After Hours,43QK2f07GkHIkN3uumpYIE,4
309,Lil Yachty,Strike (Holster),7iTTWHbr4tAlsRJN4m4bay,76
310,The Weeknd,Save Your Tears,2wuUx51PbcuSyNyiuQP2MG,9
311,The Weeknd,After Hours,4ju6lqdFcGADjyyd4G9nUq,3
312,The Weeknd,Reminder,0nFcXiig56kIXMHAJBa9Mr,4
313,The Weeknd,Starboy,4PbxtUfJTK69ExNY6VwExd,3
314,The Weeknd,Die For You,705XoclggqaXiaTLwlsuG6,2
315,The Weeknd,Starboy,5CeBU2jpYQp6BD5k38Nb5j,1
316,The Weeknd,Blinding Lights - Remix,5v9Q7T9WHHqhSrAobDgFEJ,0
317,The Weeknd,Save Your Tears,7EWYNiceIJNp7AoQCCW3Qm,0
318,The Weeknd,Call Out My Name,7zf32ey0mzc99j81FuATnn,1
319,The Weeknd,Blinding Lights,6N2L5wRuLOLM5yGGgQ1P4I,0
320,Jack Black,Peaches,4w9soAM7IrmYDhSXLp14p6,79
321,Grupo Marca Registrada,Di Que Si,0kzN7YAMSbmlHOvxlbQW9y,82
322,Grupo Firme,Qué Onda Perdida,3upTB6o5YgeALHgDp3mzte,85
323,Alana Springsteen,goodbye looks good on you (feat. Mitchell Tenpenny),4K3tnAfDLPZPvc3lzsrjoq,74
324,Gunna,rodeo dr,2rjv9fXzpZDbB6lEeIoB3l,77
325,Laufey,Promise,4LHq10VKu3fSIg8EeVRi09,78
326,Beach Weather,"Sex, Drugs, Etc.",7MlDNspYwfqnHxORufupwq,82
327,Charli XCX,Speed Drive,7GRv55NwkjxU2ysJLwzC9c,80
328,Rauw Alejandro,BABY HELLO,2SOvWt6igzXViIjIiWNWEP,89
329,YoungBoy Never Broke Again,Bitch Let's Do It,3EN9CgupFLmuwmHYUPq0ny,74
330,Falling In Reverse,Watch The World Burn,4CiVz4bw7X1zjCaJ5ZwxUS,79
331,Elle King,Lucky,6DE1vkPkMn2I77360IBb8t,74
332,Odetari,YOU'RE TOO SLOW,5EloqweGioDEbqiGXTYWgE,79
333,Dua Lipa,Dance The Night,11C4y2Yz1XbHmaQwO06s9f,82
334,FIFTY FIFTY,Cupid,5mg3VB3Qh7jcR5kAAC4DSV,84
335,Post Malone,Socialite,3ZcJaN63FKEMxDWWPefsiW,77
336,Tainy,PASIEMPRE,5NhLA2P7AiV3cloVmwtwLS,85
337,Summer Walker,"To Summer, From Cole - Audio Hug",2f86Ae3R4OKAu1lEIqouih,77
338,Luke Combs,Love You Anyway,2kYevr8cbIAH2ha8210Bnz,75
339,LE SSERAFIM,UNFORGIVEN (feat. Nile Rodgers),51vRumtqbkNW9wrKfESwfu,86
340,CHINCHILLA,Little Girl Gone,5OLcsBO28uWHMzS0EEeZNp,79
341,Hozier,Eat Your Young,2Jw3VjB1xy5KHBqEeAC6VK,74
342,Eslabon Armado,Quedate Conmigo,2lqHosXoRrzxh42th6Mi7a,78
343,Gunna,ca$h $hit,48rsYvIQXUAtxcmIoStOaM,77
344,Conner Smith,Creek Will Rise,5owS9iWWGd6mDlFjUFzBsw,74
345,ATEEZ,BOUNCY (K-HOT CHILLI PEPPERS),5KyOUICJIvO0z71MBdPGiX,82
346,The Weeknd,Die For You (with Ariana Grande) - Remix,4W4fNrZYkobj539TOWsLO2,86
347,Calvin Harris,Desire (with Sam Smith),22dUzMFttcR3uU17NcOAIv,85
348,Morgan Wallen,Whiskey Friends,2ewSCWOL7EAjgmgqfI1UlS,73
349,Lil Yachty,drive ME crazy!,6luBKkFUt5wTwz7hpLhp12,76
350,Grupo Frontera,EL AMOR DE SU VIDA,435g6uM0Atz3MyYwafHEss,83
351,Anuel AA,Mas Rica Que Ayer,3XjvMZqm2AQ8thMCD6w9w2,85
352,Jimin,Set Me Free Pt.2,59hBR0BCtJsfIbV9VzCVAp,83
353,Nicki Minaj,Barbie World (with Aqua),2tQG2nFEHhWsH05kFKlC4A,79
354,Sebastian Yatra,VAGABUNDO,1MB8kTH7VKvAMfL9SHgJmG,90
355,Ashley McBryde,Light On In The Kitchen,2GAqIzPU7v3kfvY4hZQ9jm,73
356,The Kid LAROI,Love Again,4sx6NRwL6Ol3V6m9exwGlQ,80
357,IVE,I AM,70t7Q6AYG6ZgTYmJWcnkUM,86
358,Noah Kahan,No Complaints,52DudaVZObvmBgEX6IObHX,74
359,Morgan Wallen,Neon Star (Country Boy Lullaby),1GiwvmI57OTGcKGNigZFJb,73
360,Post Malone,Joy,4kD3OqYqX2kJCUTEscRBxO,71
361,Tim McGraw,Standing Room Only,6BOP0cv1eeXcvi1oE8bDVZ,73
362,The Weeknd,Double Fantasy (with Future),4VMRsbfZzd3SfQtaJ1Wpwi,82
363,Teddy Swims,Lose Control,6usohdchdzW9oML7VC4Uhk,76
364,sped up 8282,Cupid – Twin Ver. (FIFTY FIFTY) – Sped Up Version,3B228N0GxfUCwPyfNcJxps,83
365,Dan + Shay,Save Me The Trouble,7hZTywPKMdVjJzwdWu11BK,74
366,Lil Uzi Vert,Werewolf (feat. Bring Me The Horizon),3ySqZ8yGoh4Emi9HiPCCdP,76
367,"Tyler, The Creator",SORRY NOT SORRY,410ZZP746AQeiywhKvXWCo,76
368,Yandel,Yandel 150,4FAKtPVycI4DxoOHC01YqD,87
369,Post Malone,Speedometer,5oJw81e2Tzr2rC0lHXnDPb,77
370,Lil Uzi Vert,x2,3a36nM6fPVA8K1vqq6d03o,75
371,Dominic Fike,Think Fast (feat. Weezer),4Z59a9hIn8EMsni3OiqGso,75
372,Lil Uzi Vert,Just Wanna Rock,4Ls53fBNVfaXTROBi6X8Hw,77
373,Bad Gyal,Chulo pt.2,0J9g1MMJDhyvOb3NWckHMm,88
374,Feid,Niña Bonita,3Gs7mVfWKl567mjozgxmXv,87
375,Taylor Swift,Karma (feat. Ice Spice),4i6cwNY6oIUU2XZxPIw82Y,80
376,Peso Pluma,ZAPATA,3CEk3KwDixeCKOVPacup7L,80
377,Dominic Fike,How Much Is Weed?,44KWbTVZev3SWdv1t5UoYE,75
378,Metro Boomin,"Home (Metro Boomin & Don Toliver, Lil Uzi Vert)",2qlBAT108lYOzlXhBxBqEv,78
379,Rauw Alejandro,LOKERA,1aUq8rjW1EwkAkMri4VfJy,81
380,Lil Uzi Vert,Crush Em,11pn4LFXCIXyprWQk8RSlM,75
381,Post Malone,Something Real,373nrXuYab2ryFwNjHDLxZ,69
382,Peso Pluma,ROSA PASTEL,4yjeRuoVickg1G87LWeRes,79
383,Shakira,Copa Vacía,2iVgM5C7m1G4CJGbms301G,87
384,Lil Durk,Cross The Globe (feat. Juice WRLD),52WWw9qNZXZZtWU336TtKG,75
385,Morgan Wallen,I Deserve A Drink,7u2iWRkkz8GBYFe4apxVBl,73
386,Cole Swindell,Drinkaby,3lg4wfPFpFLapRp2SiQQGd,73
387,Lil Uzi Vert,Patience (feat. Don Toliver),05grSYrVwYw58YMOdJceyz,75
388,Odetari,I LOVE YOU HOE (w/ 9lives),0NaUT74rJ0NHS62fewzatU,76
389,Peso Pluma,LAS MORRAS,0lc2neV7ZzjZExwCIVG2B3,78
390,BigXthaPlug,Levels,6hgTMdO3CyXlNQJ1K58ruH,72
391,J Hus,Who Told You (feat. Drake),40EXFgNMOIQRQOwJZ8mJkC,85
392,Kali Uchis,Muñekita (with El Alfa & JT),4PzxlHzDM3bDafkHjg1XCX,76
393,PinkPantheress,Angel (From Barbie The Album),0CpfO9VNiW0OGIaZO6zO3n,78
394,Post Malone,Texas Tea,0cuNKdwaFrDJ4G1hYxI6aI,76
395,Maluma,COCO LOCO,3kmWIej9tXjSWWYc9tPjJk,87
396,Lewis Capaldi,Wish You The Best,3gdPwk2wyOXNRnTA1KXnEr,85
397,Post Malone,Mourning,5NsdWdkHR3AScw6EKj51CA,68
398,Post Malone,Chemical,0lZZebcSfJdm5LhDRtE0jx,68
399,John Summit,Where You Are,4qDpLaFGf5ampf2DXD2TMA,79
400,Post Malone,Too Cool To Die,4Q9r41IbGhNCTdgjxH9w8t,68
401,Peso Pluma,SU CASA,1tGGJ4SRZnd2H0E2dV05iM,78
402,LUCKI,2021 Vibes,6TJaoJX8VhptZ0DkcsjWaR,73
403,Sleep Token,The Summoning,0S38Oso3I9vpDXcTb7kYt9,75
404,SZA,Kill Bill (feat. Doja Cat),0CrcwVLUe8wzLUIXgjXVZJ,77
405,Natanael Cano,Mas Altas Que Bajadas,5PLqXnvHH7Gh6CcfiUEr7e,84
406,Post Malone,Novacandy,0RouqUmBBafKBAH3TdIm8l,67
407,Jonas Brothers,Summer Baby,3FyfTh70PkgooRDe4SNP0U,78
408,Ludwig Göransson,Can You Hear The Music,4VnDmjYCZkyeqeb0NIKqdA,81
409,Michelle Maciel,CCC,7uuqrSuCjWxPTCVyOeGMyt,84
410,Luke Combs,Where the Wild Things Are,0eBFgRxyVSeuT4iyrbukdn,75
411,Niall Horan,Heaven,5FQ77Cl1ndljtwwImdtjMy,81
412,Ava Max,Choose Your Fighter,7lcuUkp4LjPflvzPjemDzw,79
413,boygenius,Cool About It,5PJH1U5Iie893v48Fl9yaC,76
414,Peso Pluma,Rosa Pastel,4LreWoO3cpgiIfrRwbOUSF,81
415,Grupo Marca Registrada,Di Que Sí,0pliiCOWPN0IId8sXAqNJr,78
416,Noah Kahan,Paul Revere,1dHtMSJ1Ozg2Ja6GX4McAO,73
417,NF,CAREFUL,7FET9gtiECWn7llt0sfvtU,75
418,Jack Harlow,They Don't Love It,2dSKFFNoNXKo3hPnlwUdPe,77
419,Peso Pluma,LA PEOPLE,1RzjXhgnzqb3dMa5852itx,78
420,Post Malone,Don't Understand,72khpWnaVccMIEfJNLbzf4,67
421,Manuel Turizo,La Bachata,3tt9i3Hhzq84dPS8H7iSiJ,86
422,Melanie Martinez,EVIL,6UW10CbMTvqciT3X3Ldeox,77
423,Post Malone,Sign Me Up,35PZZmwJIEvwfI4z1nMXRI,67
424,Tyler Hubbard,5 Foot 9,0U4iRayct65wsaBMQGiLbg,73
425,Jonas Brothers,Waffle House,5iE3eUH2WGCXcE2xr6DEmU,79
426,Noah Kahan,"Your Needs, My Needs",5S9hlmzNQwZuhynLfxZ8Lg,73
427,Luke Combs,5 Leaf Clover,52ChYmfu792MW2Ezv0whpk,74
428,FIFTY FIFTY,Barbie Dreams (feat. Kaliii) [From Barbie The Album],7njDhlprmHJ1I9pM0rxMON,80
429,Gabby Barrett,Glory Days,7qaMlLPdwNiiU1Uiy1oAdO,72
430,Lil Uzi Vert,"Mama, I’m Sorry",5V5Xpbmqi2rp1xSJWZTvYu,74
431,jnhygs,SHAKE THAT SHIT!,0zPlzJewGJ8iIxia2bEWDN,76
432,Sam Smith,Man I Am,28NzgzNmoHRsFKihGxpmmV,78
433,Post Malone,Overdrive,71snOgSRnUsYu2G74VBy40,66
434,Ed Sheeran,Eyes Closed,3p7XQpdt8Dr6oMXSvRZ9bg,84
435,Morgan Wallen,Born With A Beer In My Hand,1BAU6v0fuAV914qMUEESR1,72
436,Post Malone,Socialite,37MvrBi4UHnb1BjRVTysWm,66
437,Lumi Athena,LET ME SEE YA MOVE!,5z6IuFSIc3OrZGDC2Q9icP,78
438,Lauren Spencer Smith,Bigger Person,2Kqw2ECnErSCU9bxPSVgGx,79
439,Post Malone,Enough Is Enough,1jekKGHnTIFpOIVRzlbJOW,66
440,Brothers Osborne,Nobody's Nobody,1Q7kOSZkgeCkVpWRmNBAcI,72
441,Cartel De Santa,Shorty Party,55ZATsjPlTeSTNJOuW90pW,85
442,ZAYN,Love Like This,3P9pRL7V9yM9DhY6NGZjzA,83
443,LIT killah,Los del Espacio,1Hs1uUl8o2VtDp1DABFq0O,93
444,Jung Kook,Seven (feat. Latto) (Clean Ver.),50Af7YTMHGNbYyvgofTAGf,87
445,Post Malone,Speedometer,07MXbWeFj8wrdLVvLCnzWw,65
446,Lana Del Rey,Peppers (feat. Tommy Genesis),2Rlso2ZNV0PaWwUYeeBYxx,81
447,$uicideboy$,Not Even Ghosts Are This Empty,7rzNKooM3JrKVT40fR22HI,69
448,BLP KOSHER,Special K,20LjVwLgn8EaT2LvEoK0Nl,73
449,Hozier,Unknown / Nth,0yyQOpUfKMOg1JpFQi2reh,72
450,Kali Uchis,I Wish you Roses,35SbrfbaSpGUBX7e5BPega,75
451,Chencho Corleone,Un Cigarrillo,4k7CNPArKLf4QuvGfMeHDk,81
452,$uicideboy$,"A Little Trauma Can Be Illuminating, And I'm Shining Like The Sun",4sX6GorfHFAy9UdJM00c3v,69
453,Post Malone,Buyer Beware,6wOmmoM5nyS6mOyzo9wDjC,76
454,Post Malone,Texas Tea,38qzuxvgmEEtlKIE9jDJWK,65
455,Kelsea Ballerini,Blindsided,65gLItuJFVkdt3k4ibQMAz,72
456,$uicideboy$,"Six Lines, Two Dragons, and a Messiah",4Xid2bPvFoMcwp6NeUT2Ap,73
457,Post Malone,Hold My Breath,4qtxILwBcAHEHbG7R0xF4r,76
458,Dylan Marlowe,Record High,7KTouudlySEWXOWHAuFAFv,72
459,Post Malone,Hold My Breath,0HS8nptHdSq4SB1tAHcDQF,65
460,Jimin,Face-off,3OdIiWnYRHPYtC313Z0Bwy,81
461,The Weeknd,"One Of The Girls (with JENNIE, Lily Rose Depp)",7CyPwkp0oE8Ro9Dd5CUDjW,84
462,Metro Boomin,"Link Up (Metro Boomin & Don Toliver, Wizkid feat. BEAM & Toian) - Spider-Verse Remix (Spider-Man: Across the Spider-Verse )",0y8Pu7x5jXgUjOIJvQIF5L,79
463,Post Malone,Buyer Beware,3ImFFwUPvzvqh9A00FRpAE,64
464,beabadoobee,Glue Song (feat. Clairo),0tMMPZEt6Gyrl9FI8zSicm,78
465,Post Malone,Landmine,6RFQBhkNheX5McADjusfjB,64
466,Post Malone,Laugh It Off,1UdagWdhnDqK9a0aWQpReY,64
467,Sam Smith,Unholy (feat. Kim Petras),0NZPBYD5qbEWRs3PrGiRkT,83
468,Ryan Gosling,I’m Just Ken (From Barbie The Album),7jPdqwZug0ovtDZsY5uK4T,80
469,Young Thug,"Wit Da Racks (feat. 21 Savage, Travis Scott & Yak Gotti)",0r75DNlHu4recmKUdZeMfG,75
470,Post Malone,Landmine,6Sjg6cp8yXtKX5DrcEl7HV,75
471,KAROL G,CAIRO,16dUQ4quIHDe4ZZ0wF1EMN,82
472,Don Toliver,"Givin’ Up (Not The One) (Don Toliver & 21 Savage, 2 Chainz)",0KoBrntyQ2x6Y1eZwgGe5P,76
473,Lil Uzi Vert,The End (feat. BABYMETAL),07TSrx1BDK6twM9avkYzbe,75
474,Brray,Corazón Roto - Remix,6k5wiT5l9DK8iZmhvEvoqo,86
475,JISOO,FLOWER,69CrOS7vEHIrhC2ILyEi0s,81
476,Post Malone,Green Thumb,0onScSO7HtUxKaqxtj0X23,63
477,GROOVY,jersey luv,2Z2MAil7tpZhHOB2noIJUd,74
478,SEVENTEEN,Super,3AOf6YEpxQ894FmrwI9k96,85
479,Lil Uzi Vert,Nakamura,2lophWrG2xqv9CSgSPca5k,73
480,jnhygs,JERK!,6FRiFD0r9Mnv9VFnW4A7wB,75
481,Lil Uzi Vert,Zoom (Bonus Track),3VFGA65JnN8EDmnRb5SHW2,73
482,Lil Mabu,RICH SCHOLAR,2hsNdc8rDVN2O5QOxbGayy,75
483,Nicky Jam,69,13Z5Q40pa1Ly7aQk1oW8Ce,83
484,Morgan Wallen,Good Girl Gone Missin’,5LisHkYlpdkqNYl1HZ5cKd,72
485,Post Malone,Laugh It Off,26EjM7ZMAnWOKPAuKNOX24,76
486,Morgan Wallen,180 (Lifestyle),4Q6LSSmQwn94hioXfvzdbU,72
487,Natanael Cano,AMG,1VvoSJiPG9dFsDQjTkACvG,79
488,Luke Combs,Love You Anyway,3qXsX3mYSsD1DmAvc3PE3N,73
489,Labrinth,Never Felt So Alone,6unndO70DvZfnXYcYQMyQJ,78
490,Tigirlily Gold,Shoot Tequila,6nTul7GTW3DInboBkJvvHw,72
491,HARDY,wait in the truck (feat. Lainey Wilson),49GYvCcvMQq1SY3f7Y347h,71
492,CORPSE,CODE MISTAKE,39iRz0h1eZOyXzch8tKQit,77
493,Dominic Fike,Mona Lisa,71DSaeKtXQaMAqnvMT7Uoc,75
494,Ed Sheeran,Life Goes On (feat. Luke Combs),63kLorCFyk4ZHMHPhcWOtO,77
495,$uicideboy$,Finding Shelter In My Larynx,7FzP0ZPkQZpV5rauVyb7R6,67
496,Don Toliver,Embarrassed (feat. Travis Scott),6w9GrSUaQQIaMBYtabge7p,76
497,Victoria Monét,On My Mama,1o8Z7GD1CeOaVBEyuzu4HO,72
498,Kapla y Miky,LOS CULOS DE MEDALLO,2CvfXjMfoheLIdjlkIBjXA,76
499,Chris Janson,All I Need Is You,02FAxAwzApe6pAqfAL3dLr,71
500,Paris Paloma,labour,2Ggr9IfS70wYQacW8nZKPG,77
501,Jelly Roll,Halfway To Hell,3EON33SUQai62FI5Sv0gPT,71
502,Jonas Brothers,Waffle House,4inPxqHrj9VmjLx5JCDCV4,75
503,Chino Pacas,Negro Como La Pantera,1QpM1kB7sggMOBuWUNUnfg,76
504,Kelsea Ballerini,Penthouse,5rCt377EMkCJ0D0sldd5t8,73
505,Offset,Danger (Spider) (Offset & JID),3X6qK1LdMkSOhklwRa2ZfG,76
506,Joyner Lucas,Cut U Off,2YIIpDEKJv6OUc7u9tVT7I,74
507,KAROL G,MAÑANA SERÁ BONITO,4bycD60yZgR6anIBtmU8UH,79
508,Lah Pat,Rodeo (Remix),035MzEbx4z2DxuRDymHXbv,78
509,Lil Tjay,Bla Bla (feat. Fivio Foreign),1xHcIJHIHwr2PUyTmFTWTy,75
510,Dominic Fike,Hey Blondie,0hABacr1yTSleOlPKpIWBb,77
511,Tame Impala,Journey To The Real World,43evTNhnbi70nlOVZ8Q5sK,77
512,Dixon Dallas,Good Lookin',1BHse4ulQefGTZZIeziZqr,73
513,Kanii,Heart Racing,2xkCK64mVslpApVL7i6Mxj,75
514,Muscadine Bloodline,Me On You,1wwjfgCUXaupR7q3tv6ZXN,72
515,Pecos & the Rooftops,This Damn Song,7hSdspr7RBzq8VYOSVwALb,70
516,Moneybagg Yo,Motion God,4FpgCVHDfwcHQ17hJ9SyuL,71
517,Jimin,Set Me Free Pt.2,1fpj1CJPxY3YvN3AMAEYvt,80
518,Lil Uzi Vert,Amped,2ydwqnjPOcM24MV0kLThwi,73
519,Morgan Wallen,Me To Me,3CqT9ajcy6pY7TonEPiV4H,71
520,Falling In Reverse,Last Resort - Reimagined,73GKs8oNFFmtomWj7EsSU0,76
521,Gucci Mane,06 Gucci (feat. DaBaby & 21 Savage),4mWbFYZ9P14Ulf1LIFZGhH,73
522,Agust D,Haegeum,4bjN59DRXFRxBE1g5ne6B1,86
523,Young Miko,ID,0crVjW9Jz8ktVuVXoUi187,82
524,Bailey Zimmerman,Where It Ends,0wXThIDxO3YRJCpPgnmbkw,71
525,Kodak Black,"Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long)",4g1Ant3Me43Cm5Lx91bV8e,79
526,SNOW WIFE,AMERICAN HORROR SHOW,38RLObegC9ggpKPRVQDc1g,73
527,Jorja Smith,Little Things x Gypsy Woman - L BEATS MASHUP,6xp1u6ZEHXX8DxJIFFrVoP,82
528,Post Malone,Something Real,2UKRCyCoUNIfSITfHyqFxN,58
529,Malcolm Todd,Roommates,1PJe0Vt9p0QaV4ZNHUwml0,73
530,Morgan Wallen,Devil Don’t Know,2PsbT927UanvyH9VprlNOu,71
531,Sabrina Carpenter,Feather,2Zo1PcszsT9WQ0ANntJbID,78
532,d4vd,Sleep Well,5ye1TParxcolbnNsOXO8qE,80
533,King Von,From The Hood,7jVMNHk15YGRHRXYFoCXK8,74
534,6YNTHMANE,BRAZILIAN DANÇA PHONK,6yVjjQA31SLM1kc4j5jPwF,85
535,Jimin,Alone,5Hfnps0jaWFpYg55WOPexG,79
536,Morgan Wallen,Single Than She Was,12BjylmI6NS7ydikIzbuD0,71
537,j-hope,on the street (with J. Cole),5wxYxygyHpbgv0EXZuqb9V,82
538,Shakira,Acróstico,7txjUEY6McJDJKqIo1Rxjp,87
539,Natanael Cano,Pacas De Billetes,3IMuuBcKSeFqQSlF2XluA1,81
540,Morgan Wallen,Me + All Your Reasons,68eDGmSTQgxJde9JTG7b71,71
541,Trippie Redd,Last Days,6m63k9onxYHiugyMIy2jjg,73
542,Nardo Wick,Hot Boy (feat. Lil Baby),31yydnZnSeCwkRPY7tlgQJ,72
543,LECADE,Sober Me Up,6W2k8I5gQGFZNQ1n97sCFV,71
544,Morgan Wallen,In The Bible (feat. HARDY),2aw1aEAxMe05MZIS5XiK8U,71
545,Lil Uzi Vert,All Alone,6kHYpEnDpMCyGu0E2PlWY1,72
546,LUCKI,Leave Her,0MZGwYb5mTATbmoi671wEg,71
547,Post Malone,Landmine,03hFV2fW04ms5oSguLYn5r,53
548,Post Malone,Don't Understand,6jeqJ8xsLGTLOjWDmqUKST,53
549,Post Malone,Joy,76mpUGOKUvsuXlQW6zyiAq,52
550,XG,LEFT RIGHT,3v5o91PrUtf0nmO6j8J7dZ,78
551,OHGEESY,GEEKALEEK (feat. Cash Kidd),2f9JzwRy6Ofr5ixvN0ojKt,71
552,Key Glock,Presidential Rolex,23L1gQJjtlZMrZPZvluyQe,72
553,Post Malone,Chemical,0Jd8HeZ7wQj5yFiv8uOn8Z,52
554,Post Malone,Too Cool To Die,6Hh4mzpHNgR5RARs0UKcA7,51
555,Post Malone,Novacandy,3Ne6cVRJbwjOjPnrL4NwNp,51
556,Post Malone,Mourning,6jxdokUWVI1HgXa5Fq7eU5,51
557,KAROL G,GUCCI LOS PAÑOS,3CNbrXrUrEARw8zeKNCdYo,78
558,aespa,Spicy,1ULdASrNy5rurl1TZfFaMP,82
559,Post Malone,Green Thumb,04J9hE3RhAsecsgVWl70jW,74
560,Post Malone,Sign Me Up,0olCccZdt4cFfZ3ZjKniye,50
561,Post Malone,Texas Tea,0MUuho8IIZ8GuxWmdKuuZh,49
562,Peso Pluma,77,6jUgruwAzfIA3HUQIO3wCR,76
563,Post Malone,Overdrive,6bmYjodoQMTaoK7TifQe8l,49
564,Post Malone,Enough Is Enough,1KO15YSzZg21OEnXYqtvrb,49
565,Post Malone,Socialite,3lhXMu5mPKet9jio3yjFy4,49
566,Rema,Calm Down (with Selena Gomez),1s7oOCT8vauUh01PbJD6ps,82
567,Post Malone,Speedometer,2I6PJpODOflnKiqTlCNtYw,49
568,Post Malone,Hold My Breath,0b75cHNCwP72ooABvfUogA,48
569,Post Malone,Laugh It Off,75gdytuGJZruJot1r8PVmY,48
570,TAEYANG,Shoong! (feat. LISA of BLACKPINK),5HrIcZOo1DysX53qDRlRnt,77
571,Kelsea Ballerini,Mountain With A View,2fBvSCdG3lDjImqJvnYtvq,71
572,Post Malone,Buyer Beware,4BpdZgLdNwDsTzJO08WcII,47
573,Lil Uzi Vert,Fire Alarm (feat. Snow Strippers),02Mqx9HzVRyfdCUpPNR6N3,72
574,Panter Bélico,Punto y Aparte,7z2Z8mwfsoMnNArKB946gU,80
575,Brenn!,4runner,1RaF9xwakfao1RRknWyYB5,78
576,Post Malone,Green Thumb,4sLsE5Swgxm6jByE6lGNeH,46
577,Sleep Token,Take Me Back To Eden,2Gt7fjNlx901pPRkvBiNBZ,74
578,NF,HOPE,12cZWGf5ZgLcKubEW9mx5q,76
579,Morgan Wallen,Outlook,3uKJ1sSJXGLCMItH0YNPkh,71
580,Don Omar,Podemos Repetirlo,0If7xxzqs7Dv1SSO2MFKXF,80
581,Yeat,bigger thën everything,11B7WTuoInwUvuP1BnnGWW,72
582,Bryan Martin,Wolves Cry,7yyRhjoCsdt5dDpFz2CImD,71
583,Morgan Wallen,Hope That’s True,2Ej3iV0nulryy9S3UQvjSx,70
584,Lay Bankz,Na Na Na,6G4ICKUrsPb117ULGyrQ5N,74
585,Doechii,What It Is (Block Boy) (with Kodak Black),1O8zCu3dLLPxkbGfIsbRgE,81
586,Daniel Caesar,Always,2LlOeW5rVcvl3QcPNPcDus,85
587,EI8HT,Silk & Cologne (EI8HT & Offset) - Spider-Verse Remix,5Lv5L45PQmp5CTjs5PlQ6e,77
588,Labrinth,The Feels,3l3iCfpZsxbxWJhYoiQNkD,77
589,Tainy,mañana,6eSlDHA3XYLha1e0z8I9DO,79
590,Lil Uzi Vert,Endless Fashion (feat. Nicki Minaj),3CAGXG368w5JLVJkK8jpvi,59
591,6arelyhuman,Hands up!,0Vqaw7CxyURWaRI9gNJthb,76
592,Morgan Wallen,Tennessee Numbers,5NzfnUyVaNrxa2VtoyBWlR,70
593,TOMORROW X TOGETHER,Sugar Rush Ride,0rhI6gvOeCKA502RdJAbfs,80
594,Gunna,bread & butter,6GoVUO5vla1JtUj2rq9Yl4,74
595,P!nk,TRUSTFALL,4FWbsd91QSvgr1dSWwW51e,82
596,Lil Uzi Vert,Died and Came Back,6kQF79mjbOkvuRvg0J2XZv,72
597,Morgan Wallen,Tennessee Fan,7ya4zrCKDslIfrztqglRIP,70
598,Jung Kook,Seven (feat. Latto) (Explicit Ver.),3t1TAfnoXfnMclelI70UaX,86
599,jnhygs,XTAYALIVE,1JjiTsqfpfMoukoIW9cM5O,75
600,XG,GRL GVNG,5OqMZ8In8CkCa0SbknnDPl,79
601,Grupo Marca Registrada,Princesa,1JhGcvVRdJoteIf56GkGwf,74
602,ZEROBASEONE,In Bloom,3F4lHPNHlvr3RpO4tpVOIs,78
603,Bring Me The Horizon,LosT,5BgnL6gHauuvxe4Ok6W1aC,79
604,Usher,Good Good,0J1YRLYhTG1MBosjidD7OI,73
605,Loud Luxury,If Only I (feat. Bebe Rexha),4W7bfpXBXrH79dnWyJMkEX,73
606,Trippie Redd,KNIGHT CRAWLER (feat. Juice WRLD),3fNMgjG8yXaSam46swhz7w,72
607,NF,HOPE,0EgLxY52mpGsXETyEsgVlP,74
608,Olivia Rodrigo,vampire,4OC6qCqVMscZLBMnLTsVyg,74
609,sapientdream,Past Lives,3oELxRDbAzyvOodhd5FQzB,77
610,Young Miko,wiggy,4xU4XeklG562EnanWzpY3A,84
611,Lil Uzi Vert,Patience (feat. Don Toliver),6RqtEJNI6pEiVaAlPeyr0R,56
612,Lana Del Rey,A&W,5nW4z3pfZgJAJ2QTCz9AIE,78
613,Lil Uzi Vert,Died and Came Back,7ybFQdcjpyVJTfXWcbfUIQ,56
614,Babyface Ray,Ron Artest,4Wlz0HsHZlJy0NDK2h6jq6,70
615,Carin Leon,Primera Cita,25OeKzcqakFPaJlXHPE5lm,83
616,BigXthaPlug,Texas,2p5La0D38fkvhobrC1HRCU,69
617,Mitski,Bug Like an Angel,7JXl7bdGiIuSlRKAVoZopE,75
618,Diplo,Heartbroken - Jessie Version,60bbiP93CSxmLibuwvxay9,70
619,Gabito Ballesteros,Ya Corazón,49lbKqbCI8SmJfW64OYXGZ,79
620,Gunna,bottom,6WKh2qSTswuv8QG60Wu29F,73
621,Lil Tjay,2 Grown (feat. The Kid LAROI),5ybZcAwqUF7i9gwABLeXzs,76
622,Lil Uzi Vert,All Alone,6HolTmOxumWZPeUGhkOATZ,55
623,Lil Uzi Vert,"Mama, I’m Sorry",3ltFYcrNqh7xkHORV5l6lm,55
624,Feid,VENTE CONMIGO,4zzyCocu8LZVqctOGSfVKz,81
625,Lil Uzi Vert,Rehab,6AHVNqM6sHeB9cEumkQ0J8,54
626,lucidbeatz,Let U Go,40TZnaw4eDPChJNHw2Swf3,77
627,Noah Kahan,She Calls Me Back,1KUINfIgNjnttphTi4imgI,71
628,Odetari,DOUBLE TROUBLE,0EvsatxXGGHUxaAlksEeNK,74
629,Odetari,I <3 LATINAS,5ZYc494Yhj18o8nbG777LV,74
